ticker,event_date,CAR
SMP,2018-02-20,0.0384418073500648
RENX,2018-07-26,-0.0178130849873184
SXI,2022-02-04,0.0340828624935487
BAYRY,2021-11-09,0.0157091628941106
BAYRY,2022-03-01,-0.0516710594239119
RTO,2022-03-03,-0.0417461935787868
BZLFY,2022-08-30,-0.0886098709893557
SWK,2022-02-01,-0.0464320561191726
SWK,2022-04-28,-0.1240239097972563
SSLZY,2022-08-17,0.0154766068460546
AMCR,2018-02-12,0.0260086152317928
AMCR,2018-08-21,-0.0239561564826594
AMCR,2019-02-11,-0.0081430330388042
AMCR,2019-08-20,-0.0167718435994822
AMCR,2019-11-07,-0.0332713154588562
AMCR,2020-02-11,-0.0218510503682486
AMCR,2020-05-11,-0.0620616567463617
AMCR,2020-08-18,0.0009462016628516
AMCR,2020-11-05,0.0366517909256594
AMCR,2021-02-02,0.0064446089592179
AMCR,2021-05-04,-0.0179854830038656
AMCR,2021-08-17,0.0465975317843949
AMCR,2021-11-02,0.0161957839321204
AMCR,2022-02-01,-0.0042015567083467
AMCR,2022-05-03,-0.0569687188103998
AMCR,2022-08-17,-0.0050722822019521
ATEYY,2018-04-26,-0.0198303125598629
ATEYY,2018-07-25,0.0292865665313157
ATEYY,2018-10-30,0.0545876317937864
ATEYY,2019-01-30,-0.0189576524062506
ATEYY,2019-04-25,-0.003857267666628
ATEYY,2019-07-24,-0.0129616453070745
ATEYY,2019-10-30,0.0466239344061098
ATEYY,2020-01-29,0.0050960367800198
ATEYY,2020-04-24,0.0737034458907544
ATEYY,2020-07-30,-0.0824720905629222
ATEYY,2020-10-29,-0.0356635619572324
ATEYY,2021-01-28,-0.0135854688152508
ATEYY,2021-04-27,0.0119590667373781
ATEYY,2021-07-28,-0.0033884199163509
ATEYY,2021-10-28,-0.0040359686837018
ATEYY,2022-01-27,0.0100179745205815
ATEYY,2022-04-27,-0.0630676171926343
RELX,2018-02-15,-0.0054820209959506
RELX,2018-07-26,0.0042590406328124
RELX,2019-02-21,0.010304487059493
RELX,2019-07-25,0.0299904961084575
RELX,2020-02-13,-0.0037062134176602
RELX,2020-07-23,0.0012994493424115
RELX,2021-02-11,-0.0213084738573078
RELX,2021-07-29,-0.0301511486341849
RELX,2022-02-10,-0.0084405729098692
RELX,2022-07-28,-0.2038040717330508
STT,2018-01-23,0.0192841651271548
STT,2018-04-20,-0.0201788099961329
STT,2018-07-20,-0.0102762747201437
STT,2018-10-19,-0.0276040923631112
STT,2019-01-18,-0.0086425272099196
STT,2019-04-23,-0.0040748392038917
STT,2019-07-19,-0.0087875559403094
STT,2019-10-18,-0.0015640165113313
STT,2020-01-17,-0.0194689968873049
STT,2020-04-17,-0.0089135123027418
STT,2020-07-17,-0.0222222017513006
STT,2020-10-16,-0.0420549068716483
STT,2021-01-19,-0.0030941679740185
STT,2021-04-16,0.0409188647651691
STT,2021-07-16,-0.0419714986065245
STT,2021-10-18,-0.0027460643015258
STT,2022-01-19,0.0095041159364093
STT,2022-04-14,0.01591300928299
STT,2022-07-15,-0.0062785526092258
AIR,2018-03-20,0.0111857192268075
AIR,2018-07-10,-0.0001324465774087
AIR,2018-09-25,-0.0460230476999973
AIR,2018-12-18,0.0483266944016207
AIR,2019-03-19,0.0160099941413418
AIR,2019-07-10,-0.0094168227160861
AIR,2019-09-25,0.0313161963829015
AIR,2019-12-19,-0.0293386914880353
AIR,2020-03-24,0.106665418609509
AIR,2020-07-21,0.00151131598894
AIR,2020-09-24,0.0036135701992284
AIR,2020-12-17,0.0248421185355469
AIR,2021-03-23,0.0161154392893605
AIR,2021-07-20,-0.0186865149605057
AIR,2021-09-23,-0.0108964427870626
AIR,2021-12-21,-0.0391588469993374
AIR,2022-03-22,-0.1062550804406903
AIR,2022-07-21,0.0487349446599058
AIR,2022-09-22,-0.0291494762356637
SPMYY,2019-03-07,-0.013375272436607
SPMYY,2019-08-01,-0.0069769322129008
SPMYY,2020-03-05,-0.0001034005260601
SPMYY,2020-08-06,-0.0244988226640516
SPMYY,2021-08-05,-0.0782352488268242
SPMYY,2022-03-10,0.0950764749207535
SSL,2018-02-26,-0.0298905014697124
SSL,2018-08-20,0.0686578511107453
SSL,2019-02-25,0.044847637518516
SSL,2019-10-28,0.0340120680108127
SSL,2020-02-24,0.0559617702698941
SSL,2020-08-17,-0.0164140441785607
SSL,2021-02-22,0.0013939334146045
SSL,2021-08-16,-0.0033010933179569
SSL,2022-02-21,-0.0502976106822172
SSL,2022-08-23,0.0048021952817422
JHX,2018-05-22,0.0279885201416271
JHX,2018-08-09,0.0028724965787133
JHX,2018-11-07,-0.0067828162765733
JHX,2019-02-04,0.0446402454964508
JHX,2019-05-20,-0.0218390869881543
JHX,2019-08-08,0.0489771887853149
JHX,2019-11-06,-0.0329983071117453
JHX,2020-02-11,-0.0218510503682486
JHX,2020-05-18,0.0381029326494322
JHX,2020-08-10,-0.0317185786164368
JHX,2020-11-09,-0.0414452071533573
JHX,2021-02-08,-0.0064492603823839
JHX,2021-05-17,0.0483701915402792
JHX,2021-08-09,-0.0408958515807882
JHX,2021-11-08,0.0429200211250148
JHX,2022-08-15,-0.0246653871670931
SCL,2018-02-22,0.0019544391006162
SCL,2018-04-24,0.0024611086911561
SCL,2018-07-25,0.0040468882417716
SCL,2018-10-24,-0.0352163031189081
SCL,2019-04-30,0.0423348810300911
SCL,2019-07-24,0.0294437049370838
SCL,2019-10-23,-0.0112714741100964
SCL,2020-02-20,-0.0340550452390572
SCL,2020-04-21,-0.0235084011098484
SCL,2020-07-22,0.0013125678263855
SCL,2020-10-21,0.0148267745238462
SCL,2021-02-18,0.0070447029581412
SCL,2021-04-27,-0.0110347113808979
SCL,2021-07-28,-0.0303813236288235
SCL,2021-10-20,0.0138418787685401
SCL,2022-07-27,-0.2043735757316752
PSO,2018-02-23,0.0034609560305746
PSO,2018-07-27,0.0472794910055578
PSO,2019-02-22,-0.0028100135494013
PSO,2019-07-26,0.0442201393137314
PSO,2020-02-21,-0.0271537368758388
PSO,2020-07-24,0.0409919089398353
PSO,2021-03-08,0.0186481072478172
PSO,2021-07-30,-0.0398500330488419
PSO,2022-02-25,0.0019898703028145
PSO,2022-08-01,-0.0680589022320226
EONGY,2018-03-13,0.0068524615163175
EONGY,2018-05-08,-0.0055163861255841
EONGY,2018-08-08,-0.0339420162279609
EONGY,2018-11-14,0.0552954358659776
EONGY,2019-03-13,-0.0413528147769635
EONGY,2019-05-13,-0.0321036082720931
EONGY,2019-08-07,-0.0178666411468022
EONGY,2019-11-29,-0.0216983184036354
EONGY,2020-03-25,0.0853886471069425
EONGY,2020-05-12,-0.0444636595724169
EONGY,2020-08-12,0.0027702344075877
EONGY,2020-11-11,-0.0057875682989011
EONGY,2021-03-24,0.0156987821199579
EONGY,2021-05-11,-0.0053954429286742
EONGY,2021-08-11,0.0084056530937293
EONGY,2022-03-16,-0.0292507646022537
EONGY,2022-05-11,0.0226326883889426
EONGY,2022-08-10,0.0131896135665625
FERG,2018-03-27,-0.008033052698811
FERG,2018-10-02,-0.0125480495920751
FERG,2019-03-26,0.0091644445402683
FERG,2019-10-01,-0.0089122693828184
FERG,2020-03-17,-0.0937941525019527
FERG,2020-09-29,0.0164531564873362
FERG,2020-12-08,-0.0226582296397288
FERG,2021-03-16,0.0387638357713534
FERG,2021-05-19,-0.0233409612114459
FERG,2021-09-28,-0.028903631834421
FERG,2021-12-07,0.0117684578260419
FERG,2022-03-15,-0.0292321451298036
FERG,2022-06-14,-0.014179426387801
WDS,2018-02-13,-0.0052543006162429
WDS,2018-08-14,0.0089135834687404
WDS,2019-02-13,0.0411367393184663
WDS,2019-08-14,-0.0085867631989021
WDS,2020-02-12,-0.0033546260481298
WDS,2020-07-14,0.0713637142619698
WDS,2020-08-12,0.0027702344075877
WDS,2021-02-17,0.007022322158478
WDS,2021-08-17,-0.0412772619326547
WDS,2022-02-16,0.0050807503868097
TAK,2018-02-01,0.0035641033930284
TAK,2018-05-14,0.0015361329616534
TAK,2018-07-31,-0.0176360528925675
TAK,2018-10-31,0.0977057728384612
TAK,2019-02-01,0.0190619252448987
TAK,2019-05-14,-0.0390165729558756
TAK,2019-07-31,-0.0183499560275263
TAK,2019-10-31,0.0015359623780646
TAK,2020-02-04,-0.0319490388639205
TAK,2020-05-13,-0.0439452704569247
TAK,2020-07-31,-0.0417993963506532
TAK,2020-10-29,-0.0092367455744474
TAK,2021-02-04,-0.0375062677206849
TAK,2021-05-11,-0.0053954429286742
TAK,2021-07-30,-0.0398500330488419
TAK,2021-10-28,-0.0619156163095935
TAK,2022-02-03,-0.0451155229569269
TAK,2022-05-11,0.0226326883889426
TAK,2022-07-28,-0.2038040717330508
STC,2018-02-08,-0.003443628893544
STC,2018-05-03,-0.0596386913281186
STC,2019-10-23,0.0039548567366722
STC,2020-02-06,-0.0078774062249033
STC,2020-04-23,-0.0278142862239215
STC,2020-10-22,-0.0426477902543639
STC,2021-04-22,-0.0173355974250962
STC,2021-07-22,-0.0280335828179087
STC,2021-10-28,-0.0183115219213296
STC,2022-02-10,0.0127114728238793
STC,2022-04-28,0.0457380929304385
STC,2022-07-28,-0.0020321961061398
NLSN,2018-02-08,-0.003443628893544
NLSN,2018-04-26,-9.050524267223984e-06
NLSN,2018-07-26,0.0007072627470902
NLSN,2018-10-25,0.0025397897536255
NLSN,2019-02-28,0.0425422575248344
NLSN,2019-04-30,0.0623677642987813
NLSN,2019-07-31,-0.0295649674424391
NLSN,2019-11-07,-0.0042859738099274
NLSN,2020-02-27,-0.0074724225474974
NLSN,2020-04-30,0.0341200702279237
NLSN,2020-08-05,0.0201387409313547
NLSN,2020-11-02,0.0402229323986364
NLSN,2021-02-25,-0.0142237564173529
NLSN,2021-05-06,0.048675333662927
NLSN,2021-07-29,0.0259889111051909
NLSN,2021-10-28,-0.0183115219213296
NLSN,2022-02-28,-0.0185516135995481
PSA,2018-02-21,0.0199756856115785
PSA,2018-04-26,-9.050524267223984e-06
PSA,2018-08-02,0.0528740895069783
PSA,2018-10-31,-0.0011239007114727
PSA,2019-02-27,0.0422150275875935
PSA,2019-05-02,0.0623661491773574
PSA,2019-07-31,-0.0295649674424391
PSA,2019-10-30,-0.0107477134953684
PSA,2020-02-26,-0.0058310460632242
PSA,2020-05-01,0.0150158177486568
PSA,2020-08-06,0.0200414199397429
PSA,2020-11-05,0.0368347494607866
PSA,2021-02-25,-0.0142237564173529
PSA,2021-04-29,0.001692677529062
PSA,2021-08-04,0.0062416452718267
PSA,2021-11-02,-0.0097438898830046
PSA,2022-02-23,-0.0004021409780481
PSA,2022-05-04,0.0831459499321337
PSA,2022-08-05,-0.0541834461074677
SEOAY,2018-04-27,0.0012137077133142
SEOAY,2018-07-20,0.0003464651858293
SEOAY,2018-10-26,0.0027962696696014
SEOAY,2019-02-01,0.0014180104745014
SEOAY,2019-07-19,-0.0273612351539619
SEOAY,2019-10-29,-0.0093444752803713
SEOAY,2020-01-30,0.0278140648040391
SEOAY,2020-04-21,-0.0279029280029288
SEOAY,2020-07-21,-0.0059401004237578
SEOAY,2020-10-20,-0.0426461441812658
SEOAY,2021-01-29,0.013551364742948
SEOAY,2021-04-23,-0.0148432385005993
SEOAY,2021-07-21,-0.0289505189126024
SEOAY,2021-10-20,0.0041156265024207
SEOAY,2022-01-28,-0.0055367451176464
SEOAY,2022-04-28,0.0457380929304385
SEOAY,2022-07-22,0.003908988030439
SYK,2018-01-30,-0.0130258382288858
SYK,2018-04-26,-9.050524267223984e-06
SYK,2018-07-24,0.0007253737848511
SYK,2018-10-25,0.0025397897536255
SYK,2019-01-29,0.0007492919644286
SYK,2019-04-23,0.0094597861420379
SYK,2019-07-25,-0.0311685057064623
SYK,2019-10-29,-0.0093444752803713
SYK,2020-01-28,0.0294158945595427
SYK,2020-04-30,0.0341200702279237
SYK,2020-07-30,-0.0550394827893429
SYK,2020-10-29,-0.0012147756462944
SYK,2021-01-27,0.0243706521563019
SYK,2021-04-27,0.0016994335505
SYK,2021-07-27,0.0260609101564051
SYK,2021-10-28,-0.0183115219213296
SYK,2022-01-27,-0.0051307526656761
SYK,2022-04-28,0.0457380929304385
SYK,2022-07-26,-0.0065354658671611
SNY,2018-02-07,-0.0035864452514272
SNY,2018-04-27,0.0012137077133142
SNY,2018-07-31,0.0539643794554859
SNY,2018-10-31,-0.0011239007114727
SNY,2019-02-07,0.0620877388054975
SNY,2019-04-26,0.0155097382034801
SNY,2019-07-29,-0.0394998954167685
SNY,2019-10-31,-0.0107511024763378
SNY,2020-02-06,-0.0078774062249033
SNY,2020-04-24,-0.0138994409402183
SNY,2020-07-29,-0.0553024832161001
SNY,2020-10-29,-0.0012147756462944
SNY,2021-02-05,0.0195973967275955
SNY,2021-04-28,0.0016982322605301
SNY,2021-07-29,0.0259889111051909
SNY,2021-10-28,-0.0183115219213296
SNY,2022-02-04,-0.0395036674088776
SNY,2022-04-28,0.0457380929304385
SNY,2022-07-28,-0.0020321961061398
NAVI,2018-01-24,0.0302042854265473
NAVI,2018-04-25,-4.641910830129579e-06
NAVI,2018-07-25,0.0007238302317458
NAVI,2018-10-24,0.0043879336973722
NAVI,2019-01-23,0.0146867608101556
NAVI,2019-04-24,0.0086536317540334
NAVI,2019-07-24,-0.0313025779666353
NAVI,2019-10-23,0.0039548567366722
NAVI,2020-01-22,-0.022952472027574
NAVI,2020-04-22,-0.0277801354726211
NAVI,2020-07-22,-0.0058312017792099
NAVI,2020-10-21,-0.0426686778396119
NAVI,2021-01-27,0.0243706521563019
NAVI,2021-04-28,0.0016982322605301
NAVI,2021-07-28,0.0258433522868725
NAVI,2021-10-27,-0.0185581961674879
NAVI,2022-01-26,-0.0050295277581559
NAVI,2022-04-27,0.0443764659052255
NAVI,2022-07-27,-0.0034750135631134
RGR,2018-02-22,0.0199748887643617
RGR,2018-08-02,0.0528740895069783
RGR,2018-11-01,-0.0012460993439097
RGR,2019-02-21,0.0001718921535313
RGR,2019-08-01,-0.0292135956489316
RGR,2019-11-08,-0.010754083545784
RGR,2020-02-20,0.0120791921886018
RGR,2020-05-07,-0.0015052838462596
RGR,2020-07-30,-0.0550394827893429
RGR,2020-10-29,-0.0012147756462944
RGR,2021-02-18,-0.000291198577188
RGR,2021-05-06,0.048675333662927
